,Nombre,Edad,Club,Grupo_Posicion,Nacionalidad,Valoracion_General,Potencial,Valor_Mercado,Salario,Arquetipo_Atipico,Indice_Rendimiento,Ratio_Valor_Rendimiento,ZScore_Altura_cm,ZScore_Fuerza
478,D. Vida,29,Be?ikta? JK,Defensor,Croatia,80,80,11500000,55000,['Especialista Oculto'],79.33333333,6.87E-06,0.037835157,0.600747613
482,S. Aurier,25,Tottenham Hotspur,Defensor,Ivory Coast,80,83,15500000,82000,"['Especialista Oculto', 'Especialista Oculto']",77.5,4.97E-06,-1.197458154,0.317241137
483,J. Matip,26,Liverpool,Defensor,Cameroon,80,82,15000000,99000,['Especialista Oculto'],81,5.36E-06,1.684892905,0.600747613
484,Y. Rakitskyi,28,Shakhtar Donetsk,Defensor,Ukraine,80,80,12000000,1000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",78.66666667,6.56E-06,0.449599594,1.262262724
486,A. Yarmolenko,28,West Ham United,Mediocampista,Ukraine,80,80,15000000,92000,['Especialista Oculto'],76.5,5.07E-06,2.11253748,1.163731219
487,Hugo Mallo,27,RC Celta,Defensor,Spain,80,81,13500000,27000,"['Especialista Oculto', 'Especialista Oculto']",74.16666667,5.48E-06,-1.197458154,-0.155269657
488,André Almeida,27,SL Benfica,Defensor,Portugal,80,80,12000000,15000,"['Especialista Oculto', 'Especialista Oculto']",79.83333333,6.64E-06,0.449599594,0.695249772
490,R. Rodríguez,25,Milan,Defensor,Switzerland,80,83,15500000,81000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",76.16666667,4.89E-06,-0.37392928,0.411743296
492,Mario Gaspar,27,Villarreal CF,Defensor,Spain,80,80,12000000,35000,"['Especialista Oculto', 'Especialista Oculto']",77.5,6.44E-06,0.037835157,0.78975193
494,D. Blind,28,Ajax,Defensor,Netherlands,80,80,12000000,22000,"['Especialista Oculto', 'Especialista Oculto']",78.66666667,6.54E-06,-0.37392928,0.317241137
496,A. Ljaji?,26,Be?ikta? JK,Mediocampista,Serbia,80,81,17500000,52000,['Especialista Oculto'],77.33333333,4.41E-06,0.803195711,-0.298658577
497,Canales,27,Real Betis,Mediocampista,Spain,80,80,15500000,30000,"['Especialista Oculto', 'Especialista Oculto']",74.5,4.80E-06,0.366748455,-0.461146332
502,Susaeta,30,Athletic Club de Bilbao,Atacante,Spain,80,80,14000000,33000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",77,5.49E-06,-0.467575304,-0.617788927
503,S. Rudy,28,FC Schalke 04,Mediocampista,Germany,80,80,12000000,37000,"['Especialista Oculto', 'Especialista Oculto']",79.83333333,6.63E-06,-0.069698801,0.351292443
507,R. Boudebouz,28,Real Betis,Mediocampista,Algeria,80,80,15000000,31000,"['Especialista Oculto', 'Especialista Oculto']",79,5.26E-06,-0.069698801,-0.054926944
510,M. Musacchio,27,Milan,Defensor,Argentina,80,80,12500000,85000,['Especialista Oculto'],80,6.36E-06,-0.37392928,0.506245454
513,Bruno,34,Villarreal CF,Mediocampista,Spain,80,80,7000000,39000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",76,1.08E-05,0.803195711,0.838755709
514,F. Delph,28,Manchester City,Defensor,England,80,80,11500000,120000,['Especialista Oculto'],74,6.37E-06,-1.197458154,-0.533278291
517,S. Coleman,29,Everton,Defensor,Republic of Ireland,80,80,11000000,97000,"['Especialista Oculto', 'Especialista Oculto']",76.66666667,6.91E-06,-0.785693717,-0.155269657
519,Antunes,31,Getafe CF,Defensor,Portugal,80,80,9500000,27000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",74,7.77E-06,-1.197458154,-0.249771815
520,Nacho Monreal,32,Arsenal,Defensor,Spain,80,80,8000000,99000,['Especialista Oculto'],77.16666667,9.53E-06,-0.785693717,-0.533278291
521,Beñat,31,Athletic Club de Bilbao,Mediocampista,Spain,80,80,12500000,30000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",78.33333333,6.25E-06,-0.069698801,0.676267954
522,A. Fernández,32,Beijing Renhe FC,Mediocampista,Argentina,80,80,11000000,20000,['Especialista Oculto'],79.5,7.21E-06,-0.069698801,0.919999586
525,V. Birsa,31,Chievo Verona,Mediocampista,Slovenia,80,80,13000000,23000,['Especialista Oculto'],81,6.22E-06,0.803195711,1.244975097
527,D. Criscito,31,Genoa,Defensor,Italy,80,80,10000000,21000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",77.16666667,7.70E-06,0.037835157,0.222738978
528,D. Valeri,32,Portland Timbers,Atacante,Argentina,80,80,11500000,12000,['Especialista Oculto'],82.33333333,7.15E-06,-0.467575304,-0.24390838
530,Raúl García,31,Athletic Club de Bilbao,Mediocampista,Spain,80,80,13000000,30000,['Especialista Oculto'],80.33333333,6.17E-06,0.803195711,1.651194485
531,S. Defour,30,Burnley,Mediocampista,Belgium,80,80,13500000,65000,"['Especialista Oculto', 'Especialista Oculto']",79.66666667,5.87E-06,-0.506146058,0.513780199
532,M. Škrtel,33,Fenerbahçe SK,Defensor,Slovakia,80,80,6000000,68000,['Especialista Oculto'],79.83333333,1.32E-05,1.273128468,1.451267041
533,S. Radu,31,Lazio,Defensor,Romania,80,80,10000000,51000,['Especialista Oculto'],79.83333333,7.94E-06,0.037835157,0.317241137
534,G. Cahill,32,Chelsea,Defensor,England,80,80,8500000,99000,['Especialista Oculto'],81,9.42E-06,1.684892905,0.78975193
535,L. Diarra,33,Paris Saint-Germain,Mediocampista,France,80,80,6000000,75000,['Especialista Oculto'],78.83333333,1.30E-05,-0.506146058,0.513780199
536,L. Perrin,32,AS Saint-Étienne,Defensor,France,80,80,8500000,37000,['Especialista Oculto'],79.83333333,9.35E-06,-0.37392928,0.695249772
537,Dante,34,OGC Nice,Defensor,Brazil,80,80,4500000,37000,['Especialista Oculto'],80,1.76E-05,0.861364031,0.978756248
538,A. Granqvist,33,Agente Libre,Defensor,Sweden,80,80,0,0,"['Especialista Oculto', 'Talento Infravalorado']",81.16666667,81.16666667,1.684892905,1.167760565
543,Juanfran,33,Atlético Madrid,Defensor,Spain,80,80,5500000,53000,"['Especialista Oculto', 'Especialista Oculto']",74.5,1.34E-05,-0.37392928,0.317241137
545,Santi Cazorla,33,Villarreal CF,Mediocampista,Spain,80,80,8500000,39000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",80.33333333,9.41E-06,-1.815487826,-0.623634087
546,Jesús Navas,32,Sevilla FC,Mediocampista,Spain,80,80,11500000,22000,['Especialista Oculto'],76.66666667,6.65E-06,-1.37904057,-2.167267761
547,J. Mascherano,34,Hebei China Fortune FC,Mediocampista,Argentina,80,80,4500000,20000,['Especialista Oculto'],73.66666667,1.63E-05,-0.506146058,0.838755709
549,D. Srna,36,Cagliari,Defensor,Croatia,80,80,1700000,27000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",75,4.34E-05,-0.785693717,0.128236819
550,B. Schweinsteiger,33,Chicago Fire,Defensor,Germany,80,80,6000000,11000,['Especialista Oculto'],76.33333333,1.27E-05,0.037835157,0.411743296
552,W. Rooney,32,DC United,Atacante,England,80,80,12000000,13000,"['Especialista Oculto', 'Especialista Oculto']",82.16666667,6.84E-06,-0.853048625,0.87773326
566,Antônio Chiamuloira,30,Internacional,Defensor,Brazil,79,79,9500000,30000,['Especialista Oculto'],78.66666667,8.25E-06,0.037835157,0.978756248
567,Maikel Catarino,34,Atlético Mineiro,Defensor,Brazil,79,79,3600000,38000,['Especialista Oculto'],74.33333333,2.04E-05,-0.785693717,-0.816784767
568,A. Lunev,26,Agente Libre,Portero,Russia,79,81,0,0,['Talento Infravalorado'],76.8,76.8,-0.048748395,0.845775992
573,Marcos Llorente,23,Real Madrid,Mediocampista,Spain,79,87,16000000,110000,['Especialista Oculto'],76.16666667,4.73E-06,0.803195711,0.838755709
576,A. Diallo,22,Borussia Dortmund,Defensor,France,79,86,15000000,43000,"['Especialista Oculto', 'Especialista Oculto']",78.16666667,5.20E-06,0.449599594,0.695249772
577,A. Golovin,22,AS Monaco,Mediocampista,Russia,79,85,17000000,61000,['Especialista Oculto'],81.83333333,4.80E-06,0.366748455,-0.623634087
579,C. Pavón,22,Boca Juniors,Atacante,Argentina,79,85,17500000,27000,['Especialista Oculto'],75.83333333,4.33E-06,-0.853048625,0.503852713
581,Granell,29,Girona FC,Defensor,Spain,79,79,12000000,37000,['Especialista Oculto'],65.83333333,5.47E-06,-1.197458154,-0.62778045
583,J. Weigl,22,Borussia Dortmund,Mediocampista,Germany,79,84,14500000,43000,['Especialista Oculto'],79.16666667,5.44E-06,1.239642967,0.107560811
590,D. Zappacosta,26,Chelsea,Defensor,Italy,79,81,12500000,94000,"['Especialista Oculto', 'Especialista Oculto']",73.83333333,5.86E-06,0.037835157,-0.249771815
593,I. Marcone,28,Cruz Azul,Mediocampista,Argentina,79,80,11500000,31000,['Especialista Oculto'],75.5,6.55E-06,0.803195711,1.894926117
595,J. Lerma,23,Bournemouth,Mediocampista,Colombia,79,84,14500000,55000,['Especialista Oculto'],74.16666667,5.10E-06,-0.069698801,1.163731219
597,R. Zobnin,24,Spartak Moscow,Mediocampista,Russia,79,86,15000000,1000,['Especialista Oculto'],80.66666667,5.38E-06,0.803195711,0.107560811
601,Jonny,24,Wolverhampton Wanderers,Defensor,Spain,79,83,13500000,43000,['Especialista Oculto'],73.5,5.43E-06,-2.020987028,-0.62778045
603,J. Hofmann,25,Borussia Mönchengladbach,Mediocampista,Germany,79,80,15000000,32000,['Especialista Oculto'],77.33333333,5.14E-06,-0.506146058,-0.461146332
604,N. Aké,23,Bournemouth,Defensor,Netherlands,79,84,14500000,55000,['Especialista Oculto'],77.66666667,5.34E-06,-0.37392928,0.411743296
605,J. Hector,28,1. FC Köln,Defensor,Germany,79,79,10000000,26000,"['Especialista Oculto', 'Especialista Oculto']",77.16666667,7.70E-06,0.449599594,0.506245454
606,S. Kolašinac,25,Arsenal,Defensor,Bosnia Herzegovina,79,82,13000000,89000,['Especialista Oculto'],78,5.96E-06,0.037835157,1.829275676
610,L. Milivojevi?,27,Crystal Palace,Mediocampista,Serbia,79,81,12500000,56000,['Especialista Oculto'],74.5,5.93E-06,1.239642967,1.651194485
611,D. Baselli,26,Torino,Mediocampista,Italy,79,82,15500000,49000,['Especialista Oculto'],79,5.08E-06,0.803195711,0.432536321
612,K. Rekik,23,Hertha BSC,Defensor,Netherlands,79,83,14000000,26000,['Especialista Oculto'],77.83333333,5.55E-06,0.449599594,0.884254089
613,Denis Suárez,24,FC Barcelona,Mediocampista,Spain,79,86,17500000,120000,['Especialista Oculto'],78.66666667,4.46E-06,-0.506146058,-0.379902455
615,Mário Rui,27,Napoli,Defensor,Portugal,79,80,11500000,60000,['Especialista Oculto'],69.33333333,6.00E-06,-2.020987028,-1.572802037
616,Iñigo Martínez,27,Athletic Club de Bilbao,Defensor,Spain,79,80,12000000,26000,"['Especialista Oculto', 'Especialista Oculto']",77,6.40E-06,0.037835157,0.695249772
617,K. Zouma,23,Everton,Defensor,France,79,83,14000000,80000,['Especialista Oculto'],79.16666667,5.62E-06,1.273128468,1.923777834
625,Sergi Darder,24,RCD Espanyol,Mediocampista,Spain,79,83,16000000,29000,['Especialista Oculto'],79.16666667,4.94E-06,0.366748455,0.513780199
626,J. Roussillon,25,VfL Wolfsburg,Defensor,France,79,84,14000000,44000,['Especialista Oculto'],74.5,5.30E-06,-1.197458154,0.600747613
627,D. Demme,26,RB Leipzig,Mediocampista,Germany,79,80,12000000,50000,['Especialista Oculto'],78.16666667,6.49E-06,-1.37904057,0.432536321
628,J. Gouweleeuw,26,FC Augsburg,Defensor,Netherlands,79,80,12000000,28000,['Especialista Oculto'],79.16666667,6.58E-06,0.861364031,0.695249772
629,M. Rojo,28,Manchester United,Defensor,Argentina,79,79,10000000,115000,['Especialista Oculto'],77.33333333,7.65E-06,0.861364031,0.600747613
630,J. Veretout,25,Fiorentina,Mediocampista,France,79,84,16500000,59000,['Especialista Oculto'],79.33333333,4.79E-06,-0.506146058,0.513780199
631,L. Kurzawa,25,Paris Saint-Germain,Defensor,France,79,82,13000000,68000,"['Especialista Oculto', 'Especialista Oculto']",75.33333333,5.76E-06,0.037835157,0.128236819
632,G. Ramírez,27,Sampdoria,Mediocampista,Uruguay,79,79,13000000,41000,['Especialista Oculto'],76.83333333,5.89E-06,0.803195711,-0.704877965
635,A. Mandi,26,Real Betis,Defensor,Algeria,79,82,13000000,26000,['Especialista Oculto'],78.5,6.03E-06,0.037835157,0.317241137
637,Y. Konoplyanka,28,FC Schalke 04,Atacante,Ukraine,79,79,12500000,41000,['Especialista Oculto'],76.66666667,6.11E-06,-0.467575304,-0.24390838
638,S. Berghuis,26,Feyenoord,Atacante,Netherlands,79,80,15000000,20000,['Especialista Oculto'],77.16666667,5.14E-06,0.303371338,-0.617788927
639,H. Vanaken,25,Club Brugge KV,Mediocampista,Belgium,79,81,15500000,27000,"['Especialista Oculto', 'Especialista Oculto']",83,5.35E-06,2.985431992,1.163731219
640,Campaña,25,Levante UD,Mediocampista,Spain,79,82,15500000,28000,"['Especialista Oculto', 'Especialista Oculto']",79.33333333,5.11E-06,-0.069698801,0.919999586
641,M. van Ginkel,25,Chelsea,Mediocampista,Netherlands,79,80,14500000,98000,['Especialista Oculto'],79.16666667,5.42E-06,1.239642967,0.757511831
642,Nolito,31,Sevilla FC,Mediocampista,Spain,79,79,11000000,21000,['Especialista Oculto'],77.83333333,7.06E-06,-0.506146058,0.107560811
643,M. Gregoritsch,24,FC Augsburg,Mediocampista,Austria,79,82,16000000,27000,['Especialista Oculto'],72.83333333,4.54E-06,2.548984736,1.407462852
644,Ibai Gómez,28,Deportivo Alavés,Mediocampista,Spain,79,79,12500000,31000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",75.83333333,6.05E-06,-0.069698801,0.351292443
645,Danilo,26,Manchester City,Defensor,Brazil,79,80,12000000,110000,['Especialista Oculto'],76.66666667,6.33E-06,0.037835157,0.506245454
646,R. Barkley,24,Chelsea,Mediocampista,England,79,82,16000000,89000,['Especialista Oculto'],79.83333333,4.96E-06,1.239642967,1.244975097
649,B. Stambouli,27,FC Schalke 04,Defensor,France,79,79,10500000,33000,['Especialista Oculto'],78.33333333,7.44E-06,-0.37392928,0.506245454
650,J. Guilavogui,27,VfL Wolfsburg,Mediocampista,France,79,80,12000000,46000,['Especialista Oculto'],72.33333333,6.00E-06,1.676090224,1.651194485
651,Sérgio Oliveira,26,FC Porto,Mediocampista,Portugal,79,82,15500000,17000,"['Especialista Oculto', 'Especialista Oculto']",78.16666667,5.04E-06,0.366748455,0.270048566
652,D. Caligiuri,30,FC Schalke 04,Defensor,Italy,79,79,9000000,33000,['Especialista Oculto'],72,7.97E-06,0.037835157,-0.060767498
654,P. Jones,26,Manchester United,Defensor,England,79,80,12000000,110000,['Especialista Oculto'],78.5,6.48E-06,0.449599594,0.78975193
655,Borja García,27,Girona FC,Mediocampista,Spain,79,79,13000000,35000,['Especialista Oculto'],75,5.75E-06,-0.506146058,0.432536321
656,Y. Belhanda,28,Galatasaray SK,Mediocampista,Morocco,79,79,12500000,65000,"['Especialista Oculto', 'Especialista Oculto']",79.83333333,6.35E-06,-0.069698801,0.107560811
657,G. Pezzella,27,Fiorentina,Defensor,Argentina,79,81,12500000,56000,['Especialista Oculto'],79.33333333,6.32E-06,0.449599594,0.600747613
658,Jaume Costa,30,Villarreal CF,Defensor,Spain,79,79,9000000,34000,"['Especialista Oculto', 'Especialista Oculto']",72.33333333,8.01E-06,-2.020987028,-0.722282609
660,Escudero,28,Sevilla FC,Mediocampista,Spain,79,79,10000000,20000,"['Especialista Oculto', 'Especialista Oculto']",71.33333333,7.12E-06,-0.506146058,0.595024076
662,Elkeson,28,Shanghai SIPG FC,Atacante,Brazil,79,79,13000000,25000,['Especialista Oculto'],77.66666667,5.96E-06,-0.082101983,0.802957151
664,J. Guðmundsson,27,Burnley,Mediocampista,Iceland,79,79,13000000,61000,"['Especialista Oculto', 'Especialista Oculto']",79,6.05E-06,-0.069698801,0.676267954
665,N. Clyne,27,Liverpool,Defensor,England,79,80,11500000,94000,['Especialista Oculto'],74.66666667,6.44E-06,-1.197458154,-0.344273974
668,B. Mee,28,Burnley,Defensor,England,79,79,10000000,58000,['Especialista Oculto'],79.16666667,7.87E-06,0.037835157,1.073258406
670,Iborra,30,Leicester City,Mediocampista,Spain,79,79,9500000,66000,['Especialista Oculto'],75.5,7.89E-06,2.11253748,1.81368224
671,J. Wilshere,26,West Ham United,Mediocampista,England,79,81,15000000,83000,['Especialista Oculto'],79.33333333,5.26E-06,-0.942593314,-0.136170822
672,B. Hübner,28,TSG 1899 Hoffenheim,Defensor,Germany,79,79,10000000,39000,['Especialista Oculto'],81,8.07E-06,1.684892905,0.78975193
674,F. Coquelin,27,Valencia CF,Mediocampista,France,79,80,12000000,36000,['Especialista Oculto'],74.33333333,6.18E-06,-0.069698801,1.407462852
677,I. Smolnikov,29,Agente Libre,Defensor,Russia,79,79,0,0,"['Especialista Oculto', 'Talento Infravalorado']",72.5,72.5,-0.785693717,-0.249771815
678,Y. M'Vila,28,AS Saint-Étienne,Mediocampista,France,79,80,11500000,36000,['Especialista Oculto'],76.33333333,6.62E-06,0.803195711,1.082487342
679,K. Asamoah,29,Inter,Defensor,Ghana,79,79,9500000,62000,"['Especialista Oculto', 'Especialista Oculto']",76.16666667,7.97E-06,-1.609222591,0.411743296
681,D. Drinkwater,28,Chelsea,Mediocampista,England,79,79,12500000,110000,['Especialista Oculto'],77.83333333,6.17E-06,-0.069698801,0.595024076
683,Mariano,32,Galatasaray SK,Defensor,Brazil,79,79,7000000,57000,"['Especialista Oculto', 'Especialista Oculto']",70.16666667,9.94E-06,-0.785693717,-0.060767498
685,Adrien Silva,29,Leicester City,Mediocampista,Portugal,79,79,12000000,75000,['Especialista Oculto'],77.5,6.42E-06,-0.506146058,-0.2174147
686,Fernando,30,Galatasaray SK,Mediocampista,Brazil,79,79,9500000,57000,['Especialista Oculto'],74.16666667,7.76E-06,0.803195711,1.488706729
687,I. Traoré,30,Borussia Mönchengladbach,Mediocampista,Guinea,79,79,12000000,34000,['Especialista Oculto'],76.5,6.36E-06,-1.37904057,-1.517316741
688,G. Mercado,31,Sevilla FC,Defensor,Argentina,79,79,8500000,19000,['Especialista Oculto'],77.83333333,9.14E-06,-0.37392928,1.073258406
691,M. Sakho,28,Crystal Palace,Defensor,France,79,80,11500000,58000,['Especialista Oculto'],78.66666667,6.81E-06,0.861364031,1.923777834
694,Eder,31,Jiangsu Suning FC,Atacante,Italy,79,79,11500000,29000,['Especialista Oculto'],80,6.94E-06,-0.467575304,-0.468236708
701,P. Wernbloom,32,PAOK,Mediocampista,Sweden,79,79,7000000,1000,['Especialista Oculto'],75.5,1.08E-05,1.676090224,1.976169995
705,N. ?ahin,29,SV Werder Bremen,Mediocampista,Turkey,79,79,10000000,32000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",77.83333333,7.76E-06,0.366748455,0.757511831
706,R. Bertrand,28,Southampton,Defensor,England,79,79,10000000,53000,"['Especialista Oculto', 'Especialista Oculto']",74.66666667,7.43E-06,-0.785693717,-0.060767498
707,A. Masiello,32,Atalanta,Defensor,Italy,79,79,7000000,30000,['Especialista Oculto'],79.16666667,1.13E-05,0.037835157,0.411743296
712,D. Abraham,31,Eintracht Frankfurt,Defensor,Argentina,79,79,8500000,37000,['Especialista Oculto'],78.33333333,9.18E-06,0.861364031,0.884254089
713,E. Lavezzi,33,Hebei China Fortune FC,Mediocampista,Argentina,79,79,8000000,22000,['Especialista Oculto'],79,9.85E-06,-0.942593314,0.757511831
715,J. Farfán,33,Lokomotiv Moscow,Mediocampista,Peru,79,79,7500000,1000,['Especialista Oculto'],77.16666667,1.03E-05,-0.069698801,1.326218974
717,A. Young,32,Manchester United,Defensor,England,79,79,7000000,110000,['Especialista Oculto'],72,1.01E-05,-1.197458154,-0.344273974
720,D. Baier,34,FC Augsburg,Mediocampista,Germany,79,79,3800000,28000,['Especialista Oculto'],78.66666667,2.06E-05,-0.506146058,0.432536321
723,S. Lichtsteiner,34,Arsenal,Defensor,Switzerland,79,79,3600000,94000,['Especialista Oculto'],76.5,2.07E-05,0.037835157,-0.060767498
725,E. Belözo?lu,37,Medipol Ba?ak?ehir FK,Mediocampista,Turkey,79,79,4000000,23000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto', 'Maestro Veterano']",78.83333333,1.96E-05,-1.37904057,0.270048566
727,Éder Militão,20,FC Porto,Defensor,Brazil,78,87,14000000,10000,['Especialista Oculto'],76.5,5.46E-06,0.449599594,0.506245454
735,T. Alexander-Arnold,19,Liverpool,Defensor,England,78,88,14000000,36000,['Especialista Oculto'],70.5,5.02E-06,-0.37392928,-0.816784767
736,F. Krovinovi?,22,SL Benfica,Mediocampista,Croatia,78,84,14000000,12000,['Especialista Oculto'],78.83333333,5.63E-06,-0.069698801,-0.136170822
737,Sidney Pessinho,26,Internacional,Mediocampista,Brazil,78,78,9000000,27000,['Especialista Oculto'],72.16666667,7.99E-06,1.676090224,2.13865775
740,Ronaldo Esler,30,Atlético Mineiro,Defensor,Brazil,78,78,7500000,34000,['Anomalía Física'],66.66666667,8.85E-06,-2.432751465,-3.557347369
741,P. Lees-Melou,25,OGC Nice,Mediocampista,France,78,80,12500000,33000,['Especialista Oculto'],79.5,6.34E-06,1.239642967,0.757511831
742,B. Chilwell,21,Leicester City,Defensor,England,78,85,12500000,43000,['Especialista Oculto'],71.83333333,5.73E-06,-0.785693717,-0.249771815
743,João Novais,24,SC Braga,Mediocampista,Portugal,78,81,13000000,15000,['Especialista Oculto'],79.16666667,6.08E-06,0.803195711,0.513780199
744,D. Calabria,21,Milan,Defensor,Italy,78,88,14500000,52000,['Especialista Oculto'],72.5,4.98E-06,-1.197458154,-0.62778045
746,L. Pellegrini,22,Roma,Mediocampista,Italy,78,84,14000000,51000,['Especialista Oculto'],78,5.55E-06,1.239642967,0.595024076
754,Vallejo,21,Real Madrid,Defensor,Spain,78,86,13500000,81000,['Especialista Oculto'],76.5,5.63E-06,0.037835157,-0.155269657
757,Joan Jordán,23,SD Eibar,Mediocampista,Spain,78,83,13500000,22000,['Especialista Oculto'],75.16666667,5.56E-06,0.803195711,0.351292443
761,V. Rongier,23,FC Nantes,Mediocampista,France,78,83,14000000,25000,['Especialista Oculto'],77.33333333,5.51E-06,-0.942593314,-0.54239021
764,M. Nakamba,24,Club Brugge KV,Mediocampista,Zimbabwe,78,83,12000000,20000,['Especialista Oculto'],74.33333333,6.18E-06,-0.506146058,1.488706729
765,Petros,29,Al Nassr,Mediocampista,Brazil,78,78,10000000,43000,"['Especialista Oculto', 'Especialista Oculto']",79,7.87E-06,0.366748455,0.757511831
766,Pablo Maffeo,20,VfB Stuttgart,Defensor,Spain,78,86,13000000,24000,"['Especialista Oculto', 'Especialista Oculto']",70.5,5.41E-06,-1.609222591,-0.533278291
770,D. Djené,26,Getafe CF,Defensor,Togo,78,79,10000000,23000,['Especialista Oculto'],76.33333333,7.62E-06,-1.197458154,-0.060767498
775,Y. Tielemans,21,AS Monaco,Mediocampista,Belgium,78,87,16000000,47000,['Especialista Oculto'],78.33333333,4.88E-06,-0.506146058,0.595024076
776,Marcelo Goiano,30,SC Braga,Defensor,Brazil,78,78,7500000,15000,['Especialista Oculto'],72.5,9.65E-06,-1.197458154,-0.62778045
777,K. Tete,22,Olympique Lyonnais,Defensor,Netherlands,78,83,11500000,47000,['Especialista Oculto'],76.16666667,6.60E-06,-0.37392928,0.506245454
778,Capa,26,Athletic Club de Bilbao,Defensor,Spain,78,81,10500000,23000,['Especialista Oculto'],71.33333333,6.78E-06,-1.197458154,0.884254089
781,N. Maksimovi?,26,Napoli,Defensor,Serbia,78,81,11000000,54000,['Especialista Oculto'],79.16666667,7.16E-06,1.684892905,1.451267041
784,E. Rigoni,25,Atalanta,Mediocampista,Argentina,78,81,13000000,29000,['Especialista Oculto'],76.16666667,5.85E-06,-0.069698801,-0.298658577
785,C. Izquierdoz,29,Boca Juniors,Defensor,Argentina,78,78,8000000,25000,['Especialista Oculto'],79.16666667,9.87E-06,0.449599594,0.884254089
787,J. Mojica,25,Girona FC,Defensor,Colombia,78,81,10500000,28000,"['Especialista Oculto', 'Especialista Oculto']",68.66666667,6.52E-06,0.449599594,-0.060767498
794,L. Dendoncker,23,Wolverhampton Wanderers,Defensor,Belgium,78,84,12000000,18000,['Especialista Oculto'],78.33333333,6.52E-06,0.861364031,1.5457692
795,Ricardo Esgaio,25,SC Braga,Mediocampista,Portugal,78,80,12500000,16000,['Especialista Oculto'],80.16666667,6.41E-06,-0.942593314,-0.2174147
797,P. Max,24,FC Augsburg,Defensor,Germany,78,81,11000000,22000,['Especialista Oculto'],69.33333333,6.29E-06,-0.785693717,-0.438776133
799,Pere Pons,25,Girona FC,Mediocampista,Spain,78,83,13500000,31000,['Especialista Oculto'],76.66666667,5.67E-06,-0.069698801,0.513780199
801,M. Halstenberg,26,RB Leipzig,Defensor,Germany,78,79,10000000,45000,['Especialista Oculto'],77.5,7.72E-06,0.861364031,0.695249772
802,J. Quintero,25,River Plate,Mediocampista,Colombia,78,80,12500000,15000,['Especialista Oculto'],74.66666667,5.97E-06,-1.815487826,-1.923536129
804,Óliver Torres,23,FC Porto,Mediocampista,Spain,78,83,13500000,13000,['Especialista Oculto'],79.83333333,5.91E-06,-0.506146058,-1.923536129
805,Omar Mascarell,25,FC Schalke 04,Mediocampista,Spain,78,80,10500000,29000,['Especialista Oculto'],77.33333333,7.34E-06,0.366748455,1.082487342
806,H. Sakai,28,Olympique de Marseille,Defensor,Japan,78,78,8000000,44000,['Especialista Oculto'],74.83333333,9.30E-06,0.037835157,0.317241137
807,Andreas Pereira,22,Manchester United,Mediocampista,Brazil,78,84,14000000,91000,['Especialista Oculto'],78.16666667,5.55E-06,-0.069698801,0.513780199
809,B. Cristante,23,Roma,Mediocampista,Italy,78,86,15000000,26000,['Especialista Oculto'],76.16666667,5.07E-06,1.239642967,0.676267954
814,M. Arnold,24,VfL Wolfsburg,Mediocampista,Germany,78,83,13500000,40000,['Especialista Oculto'],77.16666667,5.70E-06,0.803195711,0.432536321
815,M. De Sciglio,25,Juventus,Defensor,Italy,78,81,10500000,78000,['Especialista Oculto'],73.5,6.95E-06,0.037835157,-0.249771815
817,V. Chiriche?,28,Napoli,Defensor,Romania,78,78,8500000,57000,['Especialista Oculto'],77.16666667,9.02E-06,0.037835157,0.128236819
822,F. Fajr,29,Stade Malherbe Caen,Mediocampista,Morocco,78,78,10000000,28000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",73.83333333,7.36E-06,-0.069698801,0.432536321
829,A. Trebel,27,RSC Anderlecht,Mediocampista,France,78,79,11500000,23000,['Especialista Oculto'],77.5,6.73E-06,-0.506146058,0.595024076
831,T. Kongolo,24,Huddersfield Town,Defensor,Netherlands,78,83,12000000,39000,['Especialista Oculto'],76,6.31E-06,0.861364031,0.78975193
833,Álvaro,28,Villarreal CF,Defensor,Spain,78,79,9500000,32000,['Especialista Oculto'],76,7.97E-06,0.037835157,0.317241137
835,Fernando,26,Spartak Moscow,Mediocampista,Brazil,78,81,11000000,1000,"['Especialista Oculto', 'Especialista Oculto']",75.33333333,6.85E-06,-0.506146058,0.595024076
838,Pedro Mendes,27,Montpellier HSC,Defensor,Portugal,78,80,10000000,26000,['Especialista Oculto'],77.5,7.73E-06,0.449599594,0.78975193
839,C. Schindler,28,Huddersfield Town,Defensor,Germany,78,80,10000000,48000,['Especialista Oculto'],78.66666667,7.83E-06,0.861364031,0.695249772
