,Nombre,Edad,Club,Grupo_Posicion,Nacionalidad,Valoracion_General,Potencial,Valor_Mercado,Salario,Arquetipo_Atipico,Indice_Rendimiento,Ratio_Valor_Rendimiento,ZScore_Altura_cm,ZScore_Fuerza
705,N. ?ahin,29,SV Werder Bremen,Mediocampista,Turkey,79,79,10000000,32000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",77.83333333333333,7.75850534039354e-06,0.3667484548816088,0.7575118312611424
706,R. Bertrand,28,Southampton,Defensor,England,79,79,10000000,53000,"['Especialista Oculto', 'Especialista Oculto']",74.66666666666667,7.42730122743116e-06,-0.7856937169997171,-0.0607674978758278
707,A. Masiello,32,Atalanta,Defensor,Italy,79,79,7000000,30000,['Especialista Oculto'],79.16666666666667,1.1261259659375108e-05,0.03783515710379826,0.4117432955223788
712,D. Abraham,31,Eintracht Frankfurt,Defensor,Argentina,79,79,8500000,37000,['Especialista Oculto'],78.33333333333333,9.17574372233684e-06,0.8613640312073183,0.8842540889205854
713,E. Lavezzi,33,Hebei China Fortune FC,Mediocampista,Argentina,79,79,8000000,22000,['Especialista Oculto'],79.0,9.84791699726789e-06,-0.942593313903851,0.7575118312611424
715,J. Farfán,33,Lokomotiv Moscow,Mediocampista,Peru,79,79,7500000,1000,['Especialista Oculto'],77.16666666666667,1.0287515848440318e-05,-0.06969880138020956,1.3262189742438084
717,A. Young,32,Manchester United,Defensor,England,79,79,7000000,110000,['Especialista Oculto'],72.0,1.0126580854208037e-05,-1.1974581540514795,-0.3442739739147518
720,D. Baier,34,FC Augsburg,Mediocampista,Germany,79,79,3800000,28000,['Especialista Oculto'],78.66666666666667,2.0550325526734886e-05,-0.5061460576420328,0.4325363209853333
723,S. Lichtsteiner,34,Arsenal,Defensor,Switzerland,79,79,3600000,94000,['Especialista Oculto'],76.5,2.0709252650445952e-05,0.03783515710379826,-0.0607674978758278
725,E. Belözo?lu,37,Medipol Ba?ak?ehir FK,Mediocampista,Turkey,79,79,4000000,23000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto', 'Maestro Veterano']",78.83333333333333,1.95956534272135e-05,-1.3790405701656694,0.2700485658474287
727,Éder Militão,20,FC Porto,Defensor,Brazil,78,87,14000000,10000,['Especialista Oculto'],76.5,5.4603850492230514e-06,0.44959959415555595,0.5062454542020202
735,T. Alexander-Arnold,19,Liverpool,Defensor,England,78,88,14000000,36000,['Especialista Oculto'],70.5,5.022798160245215e-06,-0.37392927994795944,-0.8167847673129583
736,F. Krovinovi?,22,SL Benfica,Mediocampista,Croatia,78,84,14000000,12000,['Especialista Oculto'],78.83333333333333,5.6261295823011526e-06,-0.06969880138020956,-0.13617082199733269
737,Sidney Pessinho,26,Internacional,Mediocampista,Brazil,78,78,9000000,27000,['Especialista Oculto'],72.16666666666667,7.994534028152503e-06,1.6760902236670685,2.1386577499333312
740,Ronaldo Esler,30,Atlético Mineiro,Defensor,Brazil,78,78,7500000,34000,['Anomalía Física'],66.66666666666667,8.848773270227422e-06,-2.4327514652067572,-3.5573473690225565
741,P. Lees-Melou,25,OGC Nice,Mediocampista,France,78,80,12500000,33000,['Especialista Oculto'],79.5,6.3432533038176574e-06,1.2396429674052454,0.7575118312611424
742,B. Chilwell,21,Leicester City,Defensor,England,78,85,12500000,43000,['Especialista Oculto'],71.83333333333333,5.726965447370476e-06,-0.7856937169997171,-0.24977181523511044
743,João Novais,24,SC Braga,Mediocampista,Portugal,78,81,13000000,15000,['Especialista Oculto'],79.16666666666667,6.082724593464624e-06,0.803195711143427,0.5137801985542856
744,D. Calabria,21,Milan,Defensor,Italy,78,88,14500000,52000,['Especialista Oculto'],72.5,4.982132697764383e-06,-1.1974581540514795,-0.6277804499536758
746,L. Pellegrini,22,Roma,Mediocampista,Italy,78,84,14000000,51000,['Especialista Oculto'],78.0,5.551205924759382e-06,1.2396429674052454,0.5950240761232378
754,Vallejo,21,Real Madrid,Defensor,Spain,78,86,13500000,81000,['Especialista Oculto'],76.5,5.632869035205873e-06,0.03783515710379826,-0.15526965655546912
757,Joan Jordán,23,SD Eibar,Mediocampista,Spain,78,83,13500000,22000,['Especialista Oculto'],75.16666666666667,5.5588419692223564e-06,0.803195711143427,0.351292443416381
761,V. Rongier,23,FC Nantes,Mediocampista,France,78,83,14000000,25000,['Especialista Oculto'],77.33333333333333,5.513962767869558e-06,-0.942593313903851,-0.5423902098420941
764,M. Nakamba,24,Club Brugge KV,Mediocampista,Zimbabwe,78,83,12000000,20000,['Especialista Oculto'],74.33333333333333,6.184137034042953e-06,-0.5061460576420328,1.488706729381713
765,Petros,29,Al Nassr,Mediocampista,Brazil,78,78,10000000,43000,"['Especialista Oculto', 'Especialista Oculto']",79.0,7.866174662334496e-06,0.3667484548816088,0.7575118312611424
766,Pablo Maffeo,20,VfB Stuttgart,Defensor,Spain,78,86,13000000,24000,"['Especialista Oculto', 'Especialista Oculto']",70.5,5.413083122459834e-06,-1.6092225911032372,-0.5332782912740344
770,D. Djené,26,Getafe CF,Defensor,Togo,78,79,10000000,23000,['Especialista Oculto'],76.33333333333333,7.615816194504353e-06,-1.1974581540514795,-0.0607674978758278
775,Y. Tielemans,21,AS Monaco,Mediocampista,Belgium,78,87,16000000,47000,['Especialista Oculto'],78.33333333333333,4.881493640670511e-06,-0.5061460576420328,0.5950240761232378
776,Marcelo Goiano,30,SC Braga,Defensor,Brazil,78,78,7500000,15000,['Especialista Oculto'],72.5,9.647370639072437e-06,-1.1974581540514795,-0.6277804499536758
777,K. Tete,22,Olympique Lyonnais,Defensor,Netherlands,78,83,11500000,47000,['Especialista Oculto'],76.16666666666667,6.5962293297338994e-06,-0.37392927994795944,0.5062454542020202
778,Capa,26,Athletic Club de Bilbao,Defensor,Spain,78,81,10500000,23000,['Especialista Oculto'],71.33333333333333,6.778801345104246e-06,-1.1974581540514795,0.8842540889205854
781,N. Maksimovi?,26,Napoli,Defensor,Serbia,78,81,11000000,54000,['Especialista Oculto'],79.16666666666667,7.161811064307545e-06,1.6848929053108337,1.4512670409984334
784,E. Rigoni,25,Atalanta,Mediocampista,Argentina,78,81,13000000,29000,['Especialista Oculto'],76.16666666666667,5.845932981866121e-06,-0.06969880138020956,-0.29865857713523725
785,C. Izquierdoz,29,Boca Juniors,Defensor,Argentina,78,78,8000000,25000,['Especialista Oculto'],79.16666666666667,9.865003962824014e-06,0.44959959415555595,0.8842540889205854
787,J. Mojica,25,Girona FC,Defensor,Colombia,78,81,10500000,28000,"['Especialista Oculto', 'Especialista Oculto']",68.66666666666667,6.522289147452272e-06,0.44959959415555595,-0.0607674978758278
794,L. Dendoncker,23,Wolverhampton Wanderers,Defensor,Belgium,78,84,12000000,18000,['Especialista Oculto'],78.33333333333333,6.518000234259702e-06,0.8613640312073183,1.5457691996780747
795,Ricardo Esgaio,25,SC Braga,Mediocampista,Portugal,78,80,12500000,16000,['Especialista Oculto'],80.16666666666667,6.405134249083766e-06,-0.942593313903851,-0.21741469956628498
797,P. Max,24,FC Augsburg,Defensor,Germany,78,81,11000000,22000,['Especialista Oculto'],69.33333333333333,6.290448833504309e-06,-0.7856937169997171,-0.4387761325943931
799,Pere Pons,25,Girona FC,Mediocampista,Spain,78,83,13500000,31000,['Especialista Oculto'],76.66666666666667,5.666001108614704e-06,-0.06969880138020956,0.5137801985542856
801,M. Halstenberg,26,RB Leipzig,Defensor,Germany,78,79,10000000,45000,['Especialista Oculto'],77.5,7.715280466373274e-06,0.8613640312073183,0.6952497715613027
802,J. Quintero,25,River Plate,Mediocampista,Colombia,78,80,12500000,15000,['Especialista Oculto'],74.66666666666667,5.966173447901975e-06,-1.8154878264274925,-1.923536128514283
804,Óliver Torres,23,FC Porto,Mediocampista,Spain,78,83,13500000,13000,['Especialista Oculto'],79.83333333333333,5.907890729330467e-06,-0.5061460576420328,-1.923536128514283
805,Omar Mascarell,25,FC Schalke 04,Mediocampista,Spain,78,80,10500000,29000,['Especialista Oculto'],77.33333333333333,7.344793046684422e-06,0.3667484548816088,1.0824873415369516
806,H. Sakai,28,Olympique de Marseille,Defensor,Japan,78,78,8000000,44000,['Especialista Oculto'],74.83333333333333,9.302999009240965e-06,0.03783515710379826,0.31724113684273747
807,Andreas Pereira,22,Manchester United,Mediocampista,Brazil,78,84,14000000,91000,['Especialista Oculto'],78.16666666666667,5.547275645404231e-06,-0.06969880138020956,0.5137801985542856
809,B. Cristante,23,Roma,Mediocampista,Italy,78,86,15000000,26000,['Especialista Oculto'],76.16666666666667,5.068991188451716e-06,1.2396429674052454,0.6762679536921901
814,M. Arnold,24,VfL Wolfsburg,Mediocampista,Germany,78,83,13500000,40000,['Especialista Oculto'],77.16666666666667,5.699162552991441e-06,0.803195711143427,0.4325363209853333
815,M. De Sciglio,25,Juventus,Defensor,Italy,78,81,10500000,78000,['Especialista Oculto'],73.5,6.9483827804516185e-06,0.03783515710379826,-0.24977181523511044
817,V. Chiriche?,28,Napoli,Defensor,Romania,78,78,8500000,57000,['Especialista Oculto'],77.16666666666667,9.017956953220721e-06,0.03783515710379826,0.12823681948345483
822,F. Fajr,29,Stade Malherbe Caen,Mediocampista,Morocco,78,78,10000000,28000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",73.83333333333333,7.362716989491059e-06,-0.06969880138020956,0.4325363209853333
829,A. Trebel,27,RSC Anderlecht,Mediocampista,France,78,79,11500000,23000,['Especialista Oculto'],77.5,6.725678492955091e-06,-0.5061460576420328,0.5950240761232378
831,T. Kongolo,24,Huddersfield Town,Defensor,Netherlands,78,83,12000000,39000,['Especialista Oculto'],76.0,6.312816154762343e-06,0.8613640312073183,0.7897519302409441
833,Álvaro,28,Villarreal CF,Defensor,Spain,78,79,9500000,32000,['Especialista Oculto'],76.0,7.973142260476053e-06,0.03783515710379826,0.31724113684273747
835,Fernando,26,Spartak Moscow,Mediocampista,Brazil,78,81,11000000,1000,"['Especialista Oculto', 'Especialista Oculto']",75.33333333333333,6.847861693070779e-06,-0.5061460576420328,0.5950240761232378
838,Pedro Mendes,27,Montpellier HSC,Defensor,Portugal,78,80,10000000,26000,['Especialista Oculto'],77.5,7.729901483153652e-06,0.44959959415555595,0.7897519302409441
839,C. Schindler,28,Huddersfield Town,Defensor,Germany,78,80,10000000,48000,['Especialista Oculto'],78.66666666666667,7.829086269663655e-06,0.8613640312073183,0.6952497715613027
840,N. Chadli,28,AS Monaco,Mediocampista,Belgium,78,78,10500000,66000,['Especialista Oculto'],78.0,7.3821685233609196e-06,1.6760902236670685,1.7324383620885697
841,Arbilla,31,SD Eibar,Defensor,Spain,78,78,7000000,23000,"['Especialista Oculto', 'Especialista Oculto']",75.83333333333333,1.0797853130496967e-05,-0.7856937169997171,0.6952497715613027
842,L. Dunk,26,Brighton & Hove Albion,Defensor,England,78,81,11000000,46000,['Especialista Oculto'],78.5,7.106644295976435e-06,1.6848929053108337,1.073258406279868
843,P. Hernández,31,Independiente,Mediocampista,Chile,78,78,9000000,24000,['Especialista Oculto'],75.66666666666667,8.385046352129912e-06,1.2396429674052454,1.488706729381713
844,J. Guidetti,26,Deportivo Alavés,Atacante,Sweden,78,81,13000000,29000,['Especialista Oculto'],78.66666666666667,6.037812620220589e-06,0.688844658757571,1.17683769772777
845,Sergi Gómez,26,Sevilla FC,Defensor,Spain,78,83,11500000,17000,['Especialista Oculto'],78.33333333333333,6.801539162263972e-06,0.44959959415555595,0.6952497715613027
847,Lucas Pérez,29,West Ham United,Atacante,Spain,78,78,10500000,85000,['Especialista Oculto'],79.0,7.463390886784045e-06,-0.08210198290365273,0.20474827604026935
848,B. Natcho,30,Olympiacos CFP,Mediocampista,Israel,78,78,9500000,1000,['Especialista Oculto'],77.33333333333333,8.139493231642996e-06,-0.06969880138020956,0.6762679536921901
851,G. Krychowiak,28,Lokomotiv Moscow,Mediocampista,Poland,78,79,9500000,1000,['Especialista Oculto'],74.0,7.788653006141142e-06,1.2396429674052454,1.7324383620885697
852,N. Lodeiro,29,Seattle Sounders FC,Mediocampista,Uruguay,78,78,10000000,11000,"['Especialista Oculto', 'Especialista Oculto']",80.16666666666667,8.007857222935715e-06,-1.3790405701656694,-0.05492694442838041
853,O. Özyakup,25,Be?ikta? JK,Mediocampista,Turkey,78,81,13000000,47000,"['Especialista Oculto', 'Especialista Oculto']",79.83333333333333,6.118902982634349e-06,0.3667484548816088,0.026316933140571867
855,K. Papadopoulos,26,Hamburger SV,Defensor,Greece,78,80,10500000,16000,['Especialista Oculto'],78.16666666666667,7.4331170819275e-06,0.44959959415555595,1.8292756757169986
857,M. Debuchy,32,AS Saint-Étienne,Defensor,France,78,78,5500000,31000,['Especialista Oculto'],76.0,1.3740731560164245e-05,-1.1974581540514795,0.12823681948345483
859,Z. Junuzovi?,30,FC Red Bull Salzburg,Mediocampista,Austria,78,78,9500000,39000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",80.66666666666667,8.456510977057941e-06,-0.942593313903851,0.2700485658474287
860,Granero,30,RCD Espanyol,Mediocampista,Spain,78,78,9500000,30000,['Especialista Oculto'],73.66666666666667,7.729974704794541e-06,0.3667484548816088,0.5137801985542856
862,Fábio Coentrão,30,Rio Ave FC,Atacante,Portugal,78,78,10000000,13000,"['Especialista Oculto', 'Especialista Oculto']",75.0,7.490261910490171e-06,-0.4675753037342646,-0.019580052041461526
865,N. Gudelj,26,Sporting CP,Mediocampista,Serbia,78,80,10500000,19000,['Especialista Oculto'],75.0,7.129954641129895e-06,1.6760902236670685,2.1386577499333312
867,E. Hernández,30,Cruz Azul,Mediocampista,Mexico,78,78,10000000,29000,['Especialista Oculto'],79.83333333333333,7.960247818634512e-06,-1.3790405701656694,-0.29865857713523725
868,Jurado,32,Al Ahli,Mediocampista,Spain,78,78,8000000,41000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",74.33333333333333,9.244288532402038e-06,-0.5061460576420328,-0.37990245470418954
869,R. Cabella,28,AS Saint-Étienne,Mediocampista,France,78,78,10500000,36000,['Especialista Oculto'],76.66666666666667,7.27663813496854e-06,-1.3790405701656694,-0.9486095976868555
870,Rafael Tolói,27,Atalanta,Defensor,Brazil,78,80,10000000,27000,['Especialista Oculto'],77.33333333333333,7.7125087883539e-06,0.44959959415555595,-0.15526965655546912
872,Hernanes,33,Hebei China Fortune FC,Mediocampista,Brazil,78,78,6000000,19000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",78.33333333333333,1.3014341305697296e-05,0.3667484548816088,0.8387557088300946
873,K. Honda,32,Melbourne Victory,Mediocampista,Japan,78,78,8000000,12000,"['Especialista Oculto', 'Especialista Oculto']",79.16666666666667,9.881010582333511e-06,0.803195711143427,0.5950240761232378
874,A. Dzyuba,29,Agente Libre,Atacante,Russia,78,78,0,0,['Talento Infravalorado'],76.16666666666667,76.16666666666667,2.230737942080027,1.9993749006941164
875,J. Holebas,34,Watford,Defensor,Greece,78,78,2900000,51000,['Especialista Oculto'],74.5,2.5245670875746906e-05,0.44959959415555595,0.22273897816309615
879,Daniel Carriço,29,Sevilla FC,Defensor,Portugal,78,78,8000000,18000,['Especialista Oculto'],76.0,9.478671803607906e-06,-0.37392927994795944,0.6007476128816615
880,J. Cork,29,Burnley,Mediocampista,England,78,78,10000000,58000,['Especialista Oculto'],80.33333333333333,7.987007888877057e-06,0.803195711143427,1.244975096674856
881,J. Tomkins,29,Crystal Palace,Defensor,England,78,79,9000000,53000,['Especialista Oculto'],78.66666666666667,8.689567875521793e-06,1.6848929053108337,0.7897519302409441
884,J. Shelvey,26,Newcastle United,Mediocampista,England,78,80,12500000,50000,['Especialista Oculto'],78.5,6.254979581276527e-06,0.803195711143427,0.7575118312611424
885,R. Eremenko,31,Spartak Moscow,Mediocampista,Finland,78,78,9000000,1000,['Especialista Oculto'],79.16666666666667,8.795318061476348e-06,1.2396429674052454,0.8387557088300946
886,R. Vormer,30,Club Brugge KV,Mediocampista,Netherlands,78,78,9500000,26000,"['Especialista Oculto', 'Especialista Oculto']",77.5,8.13562795133026e-06,-0.06969880138020956,1.0824873415369516
887,J. Lens,30,Be?ikta? JK,Mediocampista,Netherlands,78,78,10000000,50000,['Especialista Oculto'],76.16666666666667,7.578772048546729e-06,-0.06969880138020956,1.244975096674856
888,Adriano,33,Be?ikta? JK,Defensor,Brazil,78,78,4000000,45000,"['Especialista Oculto', 'Especialista Oculto']",74.0,1.8294185835800783e-05,-1.6092225911032372,-0.3442739739147518
891,C. Ansaldi,31,Torino,Mediocampista,Argentina,78,78,7000000,54000,['Especialista Oculto'],78.0,1.1057554429039633e-05,0.3667484548816088,0.4325363209853333
893,R. Alessandrini,29,LA Galaxy,Mediocampista,France,78,78,10000000,11000,['Especialista Oculto'],75.83333333333333,7.57500007575e-06,-0.942593313903851,-0.13617082199733269
894,J. Ward-Prowse,23,Southampton,Mediocampista,England,77,82,12000000,41000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",79.66666666666667,6.616282704956728e-06,-0.942593313903851,-0.37990245470418954
902,M. Dossevi,30,Toulouse Football Club,Mediocampista,Togo,77,77,8500000,30000,['Especialista Oculto'],74.66666666666667,8.753418278223727e-06,-0.942593313903851,-0.29865857713523725
905,Iván Ramis,33,SD Eibar,Defensor,Spain,77,77,3600000,22000,['Especialista Oculto'],77.5,2.1397012314463744e-05,0.8613640312073183,1.8292756757169986
908,E. Çolak,27,Al Wehda,Mediocampista,Turkey,77,77,9500000,27000,['Especialista Oculto'],75.33333333333333,7.907350207408746e-06,-1.3790405701656694,-1.7610483733763782
914,J. Hendrix,23,PSV,Mediocampista,Netherlands,77,82,10000000,13000,['Especialista Oculto'],74.83333333333333,7.473616884022416e-06,0.3667484548816088,0.9199995863990469
917,C. Grenier,27,Stade Rennais FC,Mediocampista,France,77,78,10000000,32000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",76.5,7.625597325997077e-06,1.2396429674052454,0.9199995863990469
918,T. Strobl,28,Borussia Mönchengladbach,Mediocampista,Germany,77,77,7000000,27000,['Especialista Oculto'],67.16666666666667,9.558368736060614e-06,1.6760902236670685,1.3262189742438084
919,V. Odjidja-Ofoe,29,KAA Gent,Mediocampista,Belgium,77,77,8500000,24000,['Especialista Oculto'],77.83333333333333,9.131079798481175e-06,0.803195711143427,1.7324383620885697
922,J. Maddison,21,Leicester City,Mediocampista,England,77,85,13000000,45000,['Especialista Oculto'],76.83333333333333,5.88986795273786e-06,-0.5061460576420328,-1.7610483733763782
923,K. El Ahmadi,33,Al Ittihad,Mediocampista,Morocco,77,77,3600000,35000,['Especialista Oculto'],77.66666666666667,2.1366339835028016e-05,0.3667484548816088,0.9199995863990469
925,M. Gabbiadini,26,Southampton,Atacante,Italy,77,78,10500000,51000,['Especialista Oculto'],77.33333333333333,7.3294783436503635e-06,-0.08210198290365273,0.3543004947614233
927,M. Ritchie,28,Newcastle United,Mediocampista,Scotland,77,77,9000000,49000,['Especialista Oculto'],75.33333333333333,8.32504420469545e-06,-0.942593313903851,-0.21741469956628498
929,Javi Fuego,34,Villarreal CF,Mediocampista,Spain,77,77,2700000,28000,['Especialista Oculto'],72.33333333333333,2.6515141795524757e-05,0.803195711143427,1.244975096674856
931,J. Amavi,24,Olympique de Marseille,Defensor,France,77,82,10000000,34000,['Especialista Oculto'],71.66666666666667,7.142381854124459e-06,-1.1974581540514795,-0.0607674978758278
932,R. Malinovskyi,25,KRC Genk,Mediocampista,Ukraine,77,81,11500000,17000,"['Especialista Oculto', 'Especialista Oculto']",77.5,6.72918236266542e-06,0.3667484548816088,0.5950240761232378
934,G. Conti,23,SL Benfica,Defensor,Argentina,77,83,10500000,10000,['Especialista Oculto'],77.5,7.373928889255101e-06,1.6848929053108337,0.8842540889205854
935,Bruno,28,Getafe CF,Defensor,Spain,77,78,8000000,23000,['Especialista Oculto'],78.0,9.722047897040022e-06,0.44959959415555595,1.640271358357716
938,L. Cook,21,Bournemouth,Mediocampista,England,77,84,12500000,44000,['Especialista Oculto'],77.33333333333333,6.164965494927282e-06,-0.5061460576420328,0.10756081070952414
940,Gazzolisco,30,Internacional,Defensor,Brazil,77,77,6500000,26000,['Especialista Oculto'],74.83333333333333,1.1466950944894635e-05,0.44959959415555595,1.073258406279868
941,Jonatan Soriano,32,Beijing Sinobo Guoan FC,Atacante,Spain,77,77,7000000,23000,['Especialista Oculto'],78.5,1.1177557855964993e-05,-0.08210198290365273,0.20474827604026935
942,Rubén Peña,26,SD Eibar,Defensor,Spain,77,78,8500000,22000,['Especialista Oculto'],70.66666666666667,8.292262188970252e-06,-2.0209870281549946,-0.6277804499536758
944,P. Groß,27,Brighton & Hove Albion,Mediocampista,Germany,77,78,10000000,47000,"['Especialista Oculto', 'Especialista Oculto', 'Especialista Oculto']",81.16666666666667,8.07869598765509e-06,0.3667484548816088,0.7575118312611424
945,L. Baines,33,Everton,Defensor,England,77,77,3400000,74000,"['Especialista Oculto', 'Especialista Oculto']",73.16666666666667,2.1061210594546942e-05,-2.0209870281549946,-1.4782998780704477
946,A. Ogbonna,30,West Ham United,Defensor,Italy,77,77,6500000,65000,['Especialista Oculto'],77.33333333333333,1.1779637708102913e-05,1.273128468259076,0.8842540889205854
953,Luís Neto,30,Agente Libre,Defensor,Portugal,77,77,0,0,"['Especialista Oculto', 'Talento Infravalorado']",77.5,77.5,0.8613640312073183,0.12823681948345483
971,Victor Sánchez,30,RCD Espanyol,Mediocampista,Spain,77,77,6500000,26000,"['Especialista Oculto', 'Especialista Oculto']",74.83333333333333,1.1466950944894635e-05,-0.5061460576420328,-0.21741469956628498
972,D. Suárez,30,Getafe CF,Defensor,Uruguay,77,77,6500000,22000,['Especialista Oculto'],72.16666666666667,1.1065111254454986e-05,-1.6092225911032372,0.22273897816309615
974,L. Dubois,23,Olympique Lyonnais,Defensor,France,77,84,10500000,44000,"['Especialista Oculto', 'Especialista Oculto']",70.5,6.686266437190209e-06,-0.7856937169997171,-0.5332782912740344
975,André Pinto,28,Sporting CP,Defensor,Portugal,77,77,7000000,14000,['Especialista Oculto'],79.33333333333333,1.131071029692373e-05,1.6848929053108337,1.640271358357716
984,T. Chandler,28,Eintracht Frankfurt,Defensor,United States,77,77,7000000,33000,['Especialista Oculto'],75.16666666666667,1.0687708798373081e-05,0.03783515710379826,1.073258406279868
989,T. Rincón,30,Torino,Mediocampista,Venezuela,77,77,8000000,42000,['Especialista Oculto'],77.33333333333333,9.616180516930218e-06,-0.06969880138020956,1.244975096674856
990,M. Pereira,34,FC Porto,Defensor,Uruguay,77,77,2500000,13000,['Especialista Oculto'],72.0,2.8651003322322595e-05,-1.6092225911032372,-0.7222826086333171
991,C. Borges,30,Göztepe SK,Mediocampista,Costa Rica,77,77,6500000,24000,['Especialista Oculto'],76.0,1.1649293125491551e-05,0.803195711143427,1.1637312191059037
995,B. Bourigeaud,24,Stade Rennais FC,Mediocampista,France,77,81,11500000,28000,['Especialista Oculto'],76.66666666666667,6.6504736308286815e-06,-0.06969880138020956,0.2700485658474287
997,D. Kuzyaev,25,Agente Libre,Mediocampista,Russia,77,80,0,0,['Talento Infravalorado'],75.33333333333333,75.33333333333333,0.803195711143427,-0.21741469956628498
998,R. Sambueza,34,Deportivo Toluca,Mediocampista,Argentina,77,77,4500000,26000,"['Especialista Oculto', 'Especialista Oculto']",79.66666666666667,1.760199935145102e-05,-0.5061460576420328,1.0824873415369516
1002,L. Tonelli,28,Sampdoria,Defensor,Italy,77,79,8500000,53000,['Especialista Oculto'],76.33333333333333,8.924742711164576e-06,0.03783515710379826,0.22273897816309615
1003,M. Zárate,31,Boca Juniors,Atacante,Argentina,77,77,8000000,26000,['Especialista Oculto'],77.66666666666667,9.676882256389785e-06,-0.8530486245648807,-0.019580052041461526
1008,G. Sio,29,Agente Libre,Atacante,Ivory Coast,77,77,0,0,['Talento Infravalorado'],74.83333333333333,74.83333333333333,-0.08210198290365273,0.5786288228431542
1009,J. McCarthy,27,Everton,Mediocampista,Republic of Ireland,77,77,7500000,74000,['Especialista Oculto'],73.83333333333333,9.748260309621471e-06,0.3667484548816088,0.7575118312611424
1011,H. Pérez,29,RCD Espanyol,Mediocampista,Paraguay,77,77,8500000,29000,['Especialista Oculto'],75.66666666666667,8.871691616247515e-06,0.3667484548816088,0.5950240761232378
1020,M. Hasebe,34,Eintracht Frankfurt,Defensor,Japan,77,77,2700000,31000,['Especialista Oculto'],75.16666666666667,2.752348558886162e-05,-0.37392927994795944,-0.24977181523511044
1026,Yeray,23,Athletic Club de Bilbao,Defensor,Spain,77,83,10500000,19000,['Especialista Oculto'],75.66666666666667,7.1933320157177164e-06,0.03783515710379826,0.5062454542020202
1028,L. Schøne,32,Ajax,Mediocampista,Denmark,77,77,6500000,19000,"['Especialista Oculto', 'Especialista Oculto']",76.16666666666667,1.1683794290975975e-05,-0.06969880138020956,-0.37990245470418954
1029,C. Ünder,20,Roma,Mediocampista,Turkey,77,87,14500000,46000,['Especialista Oculto'],72.83333333333333,5.007103556044945e-06,-0.942593313903851,-0.6236340874110463
1033,Wallace,23,Lazio,Defensor,Brazil,77,82,10000000,35000,['Especialista Oculto'],78.33333333333333,7.806011512438646e-06,1.273128468259076,0.9787562476002267
1034,Pedro Obiang,26,West Ham United,Mediocampista,Equatorial Guinea,77,80,9000000,65000,['Especialista Oculto'],76.16666666666667,8.402278903958937e-06,1.2396429674052454,1.0824873415369516
1036,N. Mukiele,20,RB Leipzig,Defensor,France,77,86,12000000,30000,['Especialista Oculto'],74.5,6.1928506905361025e-06,0.44959959415555595,0.7897519302409441
1037,T. Vermaelen,32,FC Barcelona,Defensor,Belgium,77,77,5000000,110000,"['Especialista Oculto', 'Especialista Oculto']",75.66666666666667,1.4807563964599356e-05,0.03783515710379826,0.7897519302409441
1039,Diego Llorente,24,Real Sociedad,Defensor,Spain,77,83,10500000,22000,['Especialista Oculto'],76.16666666666667,7.23880055387437e-06,0.44959959415555595,0.12823681948345483
1044,V. Grifo,25,TSG 1899 Hoffenheim,Mediocampista,Italy,77,79,11000000,33000,"['Especialista Oculto', 'Especialista Oculto']",75.66666666666667,6.8582126174616204e-06,0.3667484548816088,0.026316933140571867
1045,A. Turan,31,Medipol Ba?ak?ehir FK,Mediocampista,Turkey,77,77,7500000,120000,['Especialista Oculto'],76.0,9.97375197194856e-06,-0.06969880138020956,0.5137801985542856
1047,D. Schwaab,29,PSV,Defensor,Germany,77,77,7000000,16000,['Especialista Oculto'],76.5,1.0903647248624965e-05,0.44959959415555595,0.5062454542020202
1048,M. Schmelzer,30,Borussia Dortmund,Defensor,Germany,77,77,6500000,43000,['Especialista Oculto'],75.16666666666667,1.1488102579636878e-05,-0.37392927994795944,0.4117432955223788
1060,D. Zakaria,21,Borussia Mönchengladbach,Mediocampista,Switzerland,77,85,13000000,21000,"['Especialista Oculto', 'Especialista Oculto']",77.0,5.913523852736053e-06,2.112537479928887,1.7324383620885697
1061,G. Dzhikiya,24,Spartak Moscow,Defensor,Russia,77,83,10500000,1000,['Especialista Oculto'],76.16666666666667,7.253276774915712e-06,0.8613640312073183,1.4512670409984334
1065,D. Cheryshev,27,Valencia CF,Mediocampista,Russia,77,77,9500000,31000,['Especialista Oculto'],72.16666666666667,7.571782509168415e-06,-0.06969880138020956,0.4325363209853333
1067,Wendell,24,Bayer 04 Leverkusen,Defensor,Brazil,77,80,9500000,43000,['Especialista Oculto'],69.0,7.230429924506976e-06,-0.7856937169997171,-0.6277804499536758
1068,M. Layún,30,Villarreal CF,Mediocampista,Mexico,77,77,6500000,28000,['Especialista Oculto'],75.5,1.1565561953804848e-05,0.3667484548816088,0.351292443416381
